graph_id,node_id,label,train_mask,val_mask,test_mask,feat_zoning_type_0,feat_zoning_type_1,feat_zoning_type_2,feat_zoning_type_3,feat_connectivity_0,feat_connectivity_1,feat_connectivity_2,X,Y,Z
0,49,1,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.132127,29.248375,2.73965
0,50,6,True,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0625,26.748776,4.5
0,51,7,True,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,53.112502,30.351574,4.5
0,52,4,True,False,False,0.0,1.0,0.0,0.0,0.25,0.5,0.25,39.324999,28.087675,1.5
0,53,6,True,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68.287499,26.748775,4.5
0,54,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,53.112502,24.484876,4.5
0,55,1,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.532124,29.248374,2.739649
0,56,2,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53.462502,30.351574,1.5
0,57,4,True,False,False,0.0,1.0,0.0,0.0,0.25,0.5,0.25,56.125,28.087675,1.5
0,58,0,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.7375,24.484876,4.5
0,59,1,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.1,5.1,4.5
0,60,5,True,False,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.862501,28.087675,3.0
0,61,4,False,True,False,0.0,1.0,0.0,0.0,0.25,0.75,0.0,15.674999,28.087675,4.5
0,62,1,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.717875,29.248374,2.739649
0,63,0,False,True,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.9125,24.484876,4.5
0,64,1,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.932126,29.248374,2.73965
0,65,0,False,True,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.3375,24.484876,4.5
0,66,4,False,True,False,0.0,1.0,0.0,0.0,0.25,0.75,0.0,56.474998,28.087675,4.5
0,67,6,False,True,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0625,29.087675,1.5
0,68,0,False,False,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.5125,24.873775,4.5
0,69,5,False,False,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.0625,28.087675,3.0
0,70,4,False,False,True,0.0,1.0,0.0,0.0,0.25,0.75,0.0,11.775,28.087675,4.5
0,71,0,False,False,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.5375,24.873776,4.5
0,72,1,False,False,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.1,5.1,1.5
0,73,5,False,False,True,0.0,0.0,1.0,0.0,0.5,0.5,0.0,5.175,27.519893,3.510922
0,74,0,False,False,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.7125,24.873776,4.5
0,75,4,False,False,True,0.0,1.0,0.0,0.0,0.25,0.75,0.0,29.275,28.087675,4.5
0,76,0,False,False,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.737499,24.873776,4.5
